elevation;latitude;longitude;speedD;speedE;speedN;timestamp;run;tf_id;device;athlete;start_date;activity_id;activity_name;type;sport;discipline;discipline_from_name;sport_from_name;run_athlete;run_date_athlete;speed_kmh
596.518;-54.7172164;-67.9755622;4.88;2.175;-11.659;20240907T141846900000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;46.16964
595.83;-54.7172262;-67.9755589;5.094;2.114;-11.439;20240907T141847000000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;45.71712
595.279;-54.7172365;-67.9755584;5.142;0.693;-11.541;20240907T141847100000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;45.55332
594.962;-54.717247;-67.9755628;4.931;-2.06;-11.556;20240907T141847200000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;45.83448
594.652;-54.7172567;-67.9755697;4.728;-3.842;-10.79;20240907T141847300000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;44.60796
594.426;-54.7172671;-67.9755788;4.462;-5.426;-11.129;20240907T141847400000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;47.37888
594.21;-54.7172774;-67.9755884;4.211;-5.992;-11.095;20240907T141847500000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;47.85912
593.799;-54.7172871;-67.9755981;4.196;-6.206;-10.855;20240907T141847600000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;47.48076
593.259;-54.7172969;-67.9756082;4.326;-6.517;-11.065;20240907T141847700000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;48.78216
592.713;-54.717307;-67.9756175;4.449;-6.13;-11.294;20240907T141847800000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;48.95532
592.363;-54.7173173;-67.9756249;4.343;-4.966;-11.337;20240907T141847900000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;47.22048
592.114;-54.7173284;-67.9756288;4.138;-2.985;-11.813;20240907T141848000000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;46.32408
591.917;-54.7173396;-67.9756302;3.898;-1.332;-11.986;20240907T141848100000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;45.62676
591.678;-54.7173506;-67.9756321;3.73;-1.2;-12.046;20240907T141848200000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;45.60192
591.408;-54.7173619;-67.9756339;3.615;-1.199;-12.313;20240907T141848300000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;46.39896
591.036;-54.7173727;-67.9756355;3.624;-1.039;-12.072;20240907T141848400000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;45.5292
590.537;-54.7173838;-67.9756371;3.775;-1.089;-12.473;20240907T141848500000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;47.07792
590.129;-54.7173948;-67.9756394;3.807;-1.411;-12.382;20240907T141848600000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;46.91052
589.849;-54.7174049;-67.975645;3.69;-3.127;-11.469;20240907T141848700000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;44.80992
589.689;-54.7174149;-67.9756536;3.455;-5.071;-11.012;20240907T141848800000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;45.38232
589.521;-54.717425;-67.9756626;3.255;-5.635;-11.018;20240907T141848900000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;46.06668
589.269;-54.7174352;-67.9756713;3.171;-5.637;-11.19;20240907T141849000000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;46.52892
588.876;-54.717445;-67.9756803;3.253;-5.772;-11.079;20240907T141849100000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;46.4724
588.417;-54.7174549;-67.9756893;3.399;-5.815;-11.179;20240907T141849200000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;46.98468
587.935;-54.7174648;-67.9756974;3.555;-5.389;-11.193;20240907T141849300000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;46.51704
587.491;-54.7174749;-67.9757039;3.651;-4.421;-11.249;20240907T141849400000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;45.4536
587.003;-54.7174848;-67.9757087;3.788;-3.364;-11.235;20240907T141849500000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;44.36784
586.554;-54.7174943;-67.975711;3.86;-1.871;-10.716;20240907T141849600000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;41.55372
586.055;-54.7175041;-67.9757128;3.987;-1.309;-10.986;20240907T141849700000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;42.33672
585.628;-54.717514;-67.9757123;4.017;-0.002;-11.03;20240907T141849800000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;42.25932
585.327;-54.7175231;-67.9757089;3.891;1.795;-10.214;20240907T141849900000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;39.87504
585.101;-54.7175322;-67.9757038;3.696;3.073;-9.969;20240907T141850000000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;39.84228
584.775;-54.7175415;-67.9756991;3.647;3.022;-10.219;20240907T141850100000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;40.54788
584.391;-54.7175508;-67.9756942;3.676;3.15;-10.322;20240907T141850200000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;41.04288
583.907;-54.71756;-67.9756888;3.816;3.347;-10.484;20240907T141850300000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;41.93316
583.302;-54.7175691;-67.9756841;4.076;3.048;-10.531;20240907T141850400000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;42.10704
582.68;-54.7175779;-67.9756798;4.323;2.775;-10.21;20240907T141850500000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;41.1462
582.157;-54.7175869;-67.9756775;4.426;1.715;-10.232;20240907T141850600000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;40.60584
581.754;-54.7175961;-67.9756794;4.381;-0.56;-10.344;20240907T141850700000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;40.49064
581.378;-54.7176043;-67.9756848;4.306;-2.72;-9.566;20240907T141850800000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;39.01464
581.19;-54.7176129;-67.9756923;4.025;-4.318;-9.369;20240907T141850900000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;39.86496
580.97;-54.717622;-67.9757003;3.813;-4.98;-9.756;20240907T141851000000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;41.75352
580.605;-54.7176307;-67.9757081;3.792;-4.985;-9.662;20240907T141851100000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;41.4522
580.186;-54.7176389;-67.9757162;3.835;-5.206;-9.341;20240907T141851200000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;40.89816
579.641;-54.7176473;-67.9757249;4.015;-5.598;-9.508;20240907T141851300000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;42.26904
578.958;-54.7176558;-67.9757334;4.332;-5.604;-9.784;20240907T141851400000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;43.48368
578.407;-54.7176646;-67.9757395;4.461;-4.27;-9.817;20240907T141851500000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;41.75172
578.038;-54.7176737;-67.9757414;4.368;-1.808;-10.021;20240907T141851600000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;39.88836
577.8;-54.7176826;-67.9757398;4.135;0.581;-9.684;20240907T141851700000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;37.96524
577.532;-54.7176917;-67.9757366;3.968;1.829;-9.913;20240907T141851800000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;38.99952
577.236;-54.7177013;-67.9757331;3.854;2.173;-10.403;20240907T141851900000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;40.69728
576.801;-54.7177106;-67.9757294;3.91;2.321;-10.488;20240907T141852000000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;41.15232
576.3;-54.7177199;-67.9757255;4.036;2.468;-10.435;20240907T141852100000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;41.24628
575.654;-54.7177293;-67.9757212;4.313;2.617;-10.7;20240907T141852200000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;42.58692
575.059;-54.7177386;-67.9757176;4.501;2.302;-10.612;20240907T141852300000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;42.31692
574.524;-54.717748;-67.9757168;4.601;0.89;-10.572;20240907T141852400000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;41.63076
574.12;-54.7177573;-67.9757204;4.541;-1.612;-10.604;20240907T141852500000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;41.931
573.87;-54.7177661;-67.9757269;4.313;-3.463;-9.955;20240907T141852600000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;40.99824
573.628;-54.7177747;-67.9757344;4.096;-4.399;-9.667;20240907T141852700000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;40.97988
573.343;-54.717784;-67.9757422;3.956;-4.86;-10.079;20240907T141852800000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;42.72588
573.002;-54.7177929;-67.9757497;3.891;-4.843;-9.886;20240907T141852900000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;42.03324
572.547;-54.7178015;-67.9757581;3.963;-5.327;-9.733;20240907T141853000000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;42.41484
571.992;-54.7178106;-67.9757658;4.142;-5.071;-10.163;20240907T141853100000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;43.52256
571.368;-54.7178194;-67.975773;4.376;-4.791;-9.994;20240907T141853200000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;42.89652
570.894;-54.7178286;-67.9757773;4.416;-3.22;-10.21;20240907T141853300000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;41.69052
570.658;-54.7178373;-67.9757781;4.174;-1.001;-9.547;20240907T141853400000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;37.683
570.386;-54.717846;-67.975776;4.004;0.909;-9.507;20240907T141853500000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;37.28052
570.078;-54.717855;-67.9757733;3.899;1.569;-9.782;20240907T141853600000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;38.32812
569.752;-54.7178639;-67.9757709;3.828;1.573;-9.871;20240907T141853700000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;38.5326
569.281;-54.7178727;-67.9757673;3.929;2.16;-9.841;20240907T141853800000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;38.93112
568.762;-54.7178818;-67.9757641;4.075;2.044;-10.273;20240907T141853900000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;40.46076
568.179;-54.7178909;-67.9757613;4.273;1.847;-10.327;20240907T141854000000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;40.77972
567.54;-54.7178997;-67.9757598;4.512;1.133;-10.251;20240907T141854100000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;40.52592
567.119;-54.7179084;-67.9757608;4.472;-0.272;-9.803;20240907T141854200000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;38.80188
566.759;-54.7179164;-67.9757651;4.369;-2.214;-9.133;20240907T141854300000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;37.3086
566.499;-54.7179238;-67.9757727;4.166;-4.266;-8.442;20240907T141854400000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;37.2078
566.369;-54.7179311;-67.9757799;3.838;-4.497;-7.796;20240907T141854500000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;35.22312
566.152;-54.7179387;-67.9757868;3.652;-4.489;-8.089;20240907T141854600000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;35.80524
565.827;-54.7179456;-67.9757944;3.603;-4.782;-7.786;20240907T141854700000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;35.3592
565.425;-54.7179529;-67.9758025;3.65;-5.159;-8.12;20240907T141854800000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;37.04184
564.915;-54.7179602;-67.9758102;3.813;-5.029;-8.287;20240907T141854900000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;37.4994
564.304;-54.7179672;-67.9758176;4.069;-4.818;-8.177;20240907T141855000000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;37.17468
563.801;-54.7179746;-67.9758232;4.178;-3.874;-8.297;20240907T141855100000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;36.234
563.489;-54.7179821;-67.9758245;4.06;-1.442;-8.177;20240907T141855200000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;33.27336
563.179;-54.7179897;-67.9758219;3.955;1.114;-8.249;20240907T141855300000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;33.17652
562.901;-54.7179972;-67.9758184;3.824;2.045;-8.171;20240907T141855400000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;33.30144
562.586;-54.7180046;-67.9758147;3.75;2.299;-8.138;20240907T141855500000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;33.30252
562.134;-54.7180124;-67.9758108;3.84;2.445;-8.653;20240907T141855600000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;35.19864
561.612;-54.7180204;-67.9758068;3.998;2.571;-9.101;20240907T141855700000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;36.963
561.034;-54.7180288;-67.9758027;4.198;2.634;-9.528;20240907T141855800000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;38.66328
560.398;-54.7180367;-67.9757985;4.436;2.697;-9.283;20240907T141855900000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;38.28996
559.851;-54.7180443;-67.9757968;4.545;1.521;-8.888;20240907T141856000000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;36.35244
559.423;-54.7180518;-67.9757982;4.513;-0.338;-8.586;20240907T141856100000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;34.94052
559.079;-54.7180593;-67.9758027;4.396;-2.365;-8.365;20240907T141856200000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;35.06832
558.816;-54.7180671;-67.9758099;4.205;-4.114;-8.395;20240907T141856300000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;36.9036
558.554;-54.7180748;-67.9758181;4.034;-5.079;-8.315;20240907T141856400000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;37.9638
558.218;-54.7180825;-67.9758263;3.963;-5.288;-8.434;20240907T141856500000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;38.5722
557.717;-54.7180898;-67.9758347;4.077;-5.346;-8.36;20240907T141856600000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;38.62116
557.178;-54.718097;-67.9758429;4.218;-5.289;-8.25;20240907T141856700000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;38.4084
556.578;-54.7181048;-67.9758502;4.414;-4.854;-8.86;20240907T141856800000;1;96685;14037;AS4 Athelte4;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;1AS4 Athelte4;12024-09-07AS4 Athelte4;39.68892
